"ID_AE","ID_RD","Population","Tree_type","Vegetation_type","Country","Division","District","Upazila","Union","location_notes","Latitude","Longitude","BFI_zone","FAO_biome","WWF_Eco_zone","X","Unit_X","Z","Unit_Z","W","Unit_W","U","Unit_U","V","Unit_V","Mean_X","Min_X","Max_X","Mean_Z","Min_Z","Max_Z","Mean_W","Min_W","Max_W","Output","Output_TR","Unit_Y","Min_age","Max_age","Av_age","B","Bd","Bg","Bt","L","Rb","Rf","Rm","S","T","F","Family","Genus","Species","Subspecies","Species_local_name_latin","Species_local_name_iso","Equation","Sample_size","Top_dob","Top_girth_over_bark","Stump_height","Reference","Label","R2","R2_Adjusted","Corrected_for_bias","MSE","RMSE","SEY","SEE","AIC","FI","Bias_correction","Ratio_equation","Segmented_equation","Contributor","Operator","Remark","Contact","Verified"
390,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","20",">218","9","58","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",35,145,483,"NA","Teli Garjan","NA","Y = -9.187185 + 1.64852 * Log (X) + 1.13061 * Log (Z)",672,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
391,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","64",">686","9","58","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",35,145,483,"NA","Teli Garjan","NA","Y = -11.0689 + 1.64852 * Log (X) + 1.13061 * Log (Z)",672,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
392,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">218","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",35,145,483,"NA","Teli Garjan","NA","Y = 0.8993818 - 0.000497265 * X + 0.000006729 * X^(2)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Volume under bark conversion","mahmoodhossain@hotmail.com",""
393,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">218","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",35,145,483,"NA","Teli Garjan","NA","Y = 1.00",,"5","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
394,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">218","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",35,145,483,"NA","Teli Garjan","NA","Y = 1/(0.9996527 + 0.1012232 * exp(-0.0644742 * X))",,"10","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
395,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">218","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",35,145,483,"NA","Teli Garjan","NA","Y = 0.9987559 - 0.3612235 * exp(-0.0693777 * X)",,"15","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
396,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">218","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",35,145,483,"NA","Teli Garjan","NA","Y = 1.000227 - 1609.242452 * X^(-2.747173)",,"20","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
397,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">218","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",,"NA",35,145,483,"NA","Teli Garjan","NA","Y = -0.005090909 + 0.000190656 * X + 0.000004132 * X^(2)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Branch volume","mahmoodhossain@hotmail.com",""
398,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","46","157","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",51,153,500,"NA","Bandorhola","NA","Y = -9.2929 + 2.4987 * Log (X)",77,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
399,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","46","157","8",">43","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",51,153,500,"NA","Bandorhola","NA","Y = -0.5127 + 0.0004129 * X^(2) + 0.001298 * Z + 0.0000247 * X^(2) * Z",77,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
400,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","144","495","8",">43","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",51,153,500,"NA","Bandorhola","NA","Y = -0.5127 + 0.0000418355 * X^(2) + 0.001298 * Z + 0.00000250263 * X^(2) * Z",77,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
401,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","46","157","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",51,153,500,"NA","Bandorhola","NA","Y = 0.8116 + 0.001650 * X - 0.000004651 * X^(2)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Volume under bark conversion","mahmoodhossain@hotmail.com",""
402,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","46","157","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",51,153,500,"NA","Bandorhola","NA","Y = 1.00",,"5","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
403,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","46","157","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",51,153,500,"NA","Bandorhola","NA","Y = 1.00",,"10","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
404,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","46","157","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",51,153,500,"NA","Bandorhola","NA","Y = 1.00",,"15","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
405,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","46","157","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",51,153,500,"NA","Bandorhola","NA","Y = 0.9986 + 0.9808 * exp(-0.07870 * X)",,"20","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
406,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","46","157","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",,"NA",51,153,500,"NA","Bandorhola","NA","Y = 1/(5.2419 + 416737.9 * exp(-0.2012 * X))",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Branch volume","mahmoodhossain@hotmail.com",""
407,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",4,261,909,"NA","Uriam","NA","Y = -8.5703 + 2.3370 * log (X)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
408,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",4,261,909,"NA","Uriam","NA","Y = -8.9048 + 2.0808 * Log (X) + 0.6926 * Log (Z)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
409,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",4,261,909,"NA","Uriam","NA","Y = -11.28676 + 2.0808 * Log (X) + 0.6926 * Log (Z)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
410,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",4,261,909,"NA","Uriam","NA","Y = 0.9556 - 16.5862 * X^(-1.4465)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Volume under bark conversion","mahmoodhossain@hotmail.com",""
411,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",4,261,909,"NA","Uriam","NA","Y = 1.00",,"5","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
412,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",4,261,909,"NA","Uriam","NA","Y = 1.0008 - 0.01859 * exp(-0.03721 * X)",,"10","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
413,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",4,261,909,"NA","Uriam","NA","Y = 1.0037 - 0.08292 * exp(-0.03518 * X)",,"15","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
414,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",4,261,909,"NA","Uriam","NA","Y = 0.9960 - 1.9569 * exp(-0.09610 * X)",,"20","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
415,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",,"NA",4,261,909,"NA","Uriam","NA","Y = 0.2134 - 0.008965 * X + 0.00009556 * X^(2)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Branch volume","mahmoodhossain@hotmail.com",""
416,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","30","112","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",96,369,1207,"NA","Kanak","NA","Y = -6.3428 + 1.6912 * Log (X)",71,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
417,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","30","112","11","23","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",96,369,1207,"NA","Kanak","NA","Y = 0.05978 - 0.00003151 * X^(2) + 0.01648 * Z + 0.00002781 * X^(2) * Z",71,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
418,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","96","351","11","23","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",96,369,1207,"NA","Kanak","NA","Y = 0.05978 - 0.00000319161 * X^(2) + 0.01648 * Z + 0.00000281672 * X^(2) * Z",71,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","ln transformation has been written in the text but it should not be ln transformation according to table 2","mahmoodhossain@hotmail.com",""
419,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","30","112","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",96,369,1207,"NA","Kanak","NA","Y = 1/(1.1935 + 0.3931 * exp(-0.04512 * X))",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Volume under bark conversion","mahmoodhossain@hotmail.com",""
420,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","30","112","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",96,369,1207,"NA","Kanak","NA","Y = 1.00",,"5","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
421,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","30","112","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",96,369,1207,"NA","Kanak","NA","Y = 1.0005 - 0.02896 * exp(-0.04055 * X)",,"10","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
422,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","30","112","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",96,369,1207,"NA","Kanak","NA","Y = 1.0015 - 0.1408 * exp(-0.04031 * X)",,"15","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
423,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","30","112","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",96,369,1207,"NA","Kanak","NA","Y = 1.0050 - 0.4304 * exp(-0.03969 * X)",,"20","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
424,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","30","112","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",,"NA",96,369,1207,"NA","Kanak","NA","Y = 0.09787 - 3.0658 * exp(-0.1131 * X)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Branch volume","mahmoodhossain@hotmail.com",""
425,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","178","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",4,397,1285,"NA","Civit","NA","Y = -7.631146787 + 2.14002 * Log (X)",404,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
426,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","25","178","5","48","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",4,397,1285,"NA","Civit","NA","Y = -8.862135955 + 1.81484 * Log (X) + 0.827986 * Log (Z)",404,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
427,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","80","558","5","48","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",4,397,1285,"NA","Civit","NA","Y = -10.939639 + 1.81484 * Log (X) + 0.827986 * Log (Z)",404,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
428,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","178","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",4,397,1285,"NA","Civit","NA","Y = 0.8244989 + 0.0022889 * X - 0.000010447 * X^(2)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Volume under bark conversion","mahmoodhossain@hotmail.com",""
429,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","178","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",4,397,1285,"NA","Civit","NA","Y = 1.00",,"5","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
430,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","178","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",4,397,1285,"NA","Civit","NA","Y = 0.9997364 - 2634.87228 * X^(-0.363656)",,"10","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
431,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","178","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",4,397,1285,"NA","Civit","NA","Y = 1.000685 - 195.6021833 * X^(-2.509712)",,"15","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
432,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","178","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",4,397,1285,"NA","Civit","NA","Y = 1.004114 - 216.84365 * X^(-2.226021)",,"20","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
433,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","178","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",,"NA",4,397,1285,"NA","Civit","NA","Y = 0.2927091 (1 - exp(-0.0287884 * X))^(12.07019)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Branch volume","mahmoodhossain@hotmail.com",""
434,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",62,399,1427,"NA","Dhakijam","NA","Y = -0.275876 + 0.009951 * X + 0.0005876 * X^(2)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
