"ID_WD","Tree_type","Vegetation_type","Region","ID_Location_group","ID_Location","Group_Location","Location","Longitude","Latitude","Zone_FAO","Ecoregion_Udvardy","Ecoregion_WWF","Division_Bailey","Zone_Holdridge","ID_family","ID_genus","ID_species","Subspecies","Species_local_name_iso","ID_reference","ID_RD","H_tree_avg","H_tree_min","H_tree_max","DBH_tree_avg","DBH_tree_min","DBH_tree_max","m_WD","MC_m","V_WD","MC_V","CR","FSP","Methodology_Green","Methodology_Airdry","Bark","Methodology_Ovendry","Density_green","Density_airdry","Density_ovendry","MC_Density","Data_origin","Data_type","Samples_per_tree","Number_of_trees","SD","Min","Max","H_measure","Bark_distance","CV","Convert_BD","Contributor","Operator","Remark","Contact"
123,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",4,261,909,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.49",0.5,0.54,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderate heavy","mahmoodhossain@hotmail.com"
124,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",56,268,923,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.4",0.43,0.46,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","light","mahmoodhossain@hotmail.com"
125,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",105,274,942,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.9,0.94,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Very heavy wood","mahmoodhossain@hotmail.com"
126,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",105,274,942,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.84",0.91,1.03,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Very heavy","mahmoodhossain@hotmail.com"
127,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",52,256,1428,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.61,0.67,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderately heavy wood","mahmoodhossain@hotmail.com"
128,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",52,256,1428,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.53",0.56,0.59,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderate heavy","mahmoodhossain@hotmail.com"
129,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",54,436,1444,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.5,0.52,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Light wood","mahmoodhossain@hotmail.com"
130,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",7,280,965,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.69,0.75,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy wood","mahmoodhossain@hotmail.com"
131,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",81,285,977,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.6,0.65,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderately heavy wood","mahmoodhossain@hotmail.com"
132,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",81,285,978,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.58",0.65,0.68,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderate heavy","mahmoodhossain@hotmail.com"
133,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",108,230,1432,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.36",0.38,0.39,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","light","mahmoodhossain@hotmail.com"
134,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",81,297,1011,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.74,0.82,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy wood","mahmoodhossain@hotmail.com"
135,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",15,311,1039,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.39",0.4,0.42,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","light","mahmoodhossain@hotmail.com"
136,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",87,312,1041,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.54,0.59,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderately heavy wood","mahmoodhossain@hotmail.com"
137,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",87,312,1041,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.56",0.57,0.6,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderate heavy","mahmoodhossain@hotmail.com"
138,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",74,333,1103,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.5,0.54,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Light wood","mahmoodhossain@hotmail.com"
139,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",74,333,1103,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.43",0.44,0.52,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","light","mahmoodhossain@hotmail.com"
140,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",49,335,1112,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.54",0.59,0.62,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderate heavy","mahmoodhossain@hotmail.com"
141,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",19,339,1127,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.75",0.84,0.88,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Very heavy","mahmoodhossain@hotmail.com"
142,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",54,344,1140,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.51,0.56,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderately heavy wood","mahmoodhossain@hotmail.com"
143,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",54,344,1140,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.56",0.58,0.62,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderate heavy","mahmoodhossain@hotmail.com"
144,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",54,345,1144,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.45,0.5,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Light wood","mahmoodhossain@hotmail.com"
145,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",54,345,1144,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.57",0.63,0.66,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderate heavy","mahmoodhossain@hotmail.com"
146,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",41,245,846,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.59,0.64,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderately heavy wood","mahmoodhossain@hotmail.com"
147,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",41,349,1445,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.66,0.73,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy wood","mahmoodhossain@hotmail.com"
148,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",41,90,296,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.8,0.84,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Very heavy wood","mahmoodhossain@hotmail.com"
150,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",54,60,194,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.37,0.41,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Light wood","mahmoodhossain@hotmail.com"
151,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",54,60,195,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.42,0.44,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Light wood","mahmoodhossain@hotmail.com"
152,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",49,17,1424,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.39,0.41,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Light wood","mahmoodhossain@hotmail.com"
153,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",49,17,1424,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.54",0.57,0.59,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderate heavy","mahmoodhossain@hotmail.com"
154,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",39,433,1433,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.4,0.42,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Light wood","mahmoodhossain@hotmail.com"
155,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",96,369,1207,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.56,0.61,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderately heavy wood","mahmoodhossain@hotmail.com"
156,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",96,369,1207,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.61",0.66,0.72,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy","mahmoodhossain@hotmail.com"
157,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",86,371,1210,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.91,0.94,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Very heavy wood","mahmoodhossain@hotmail.com"
158,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",35,379,1231,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.75,0.83,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy wood","mahmoodhossain@hotmail.com"
159,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",35,379,1231,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.73",0.78,0.82,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy","mahmoodhossain@hotmail.com"
160,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",51,384,1244,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.5,0.54,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Light wood","mahmoodhossain@hotmail.com"
161,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",51,384,1244,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.51",0.54,0.56,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderate heavy","mahmoodhossain@hotmail.com"
162,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",4,388,1254,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.25,0.29,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Light wood","mahmoodhossain@hotmail.com"
163,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",54,368,1204,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.41,0.43,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Light wood","mahmoodhossain@hotmail.com"
164,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",15,390,1268,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.66,0.72,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy wood","mahmoodhossain@hotmail.com"
165,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",15,390,1268,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.62",0.65,0.72,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderate heavy","mahmoodhossain@hotmail.com"
166,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",54,389,1265,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.29",0.33,0.33,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","light","mahmoodhossain@hotmail.com"
167,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",56,396,1282,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.45,0.5,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Light wood","mahmoodhossain@hotmail.com"
168,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",4,397,1285,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.57,0.61,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderately heavy wood","mahmoodhossain@hotmail.com"
169,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",4,397,1285,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.53",0.58,0.61,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderate heavy","mahmoodhossain@hotmail.com"
170,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",62,399,1427,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.64,0.68,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderately heavy wood","mahmoodhossain@hotmail.com"
171,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",62,399,1302,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.63,0.65,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderately heavy wood","mahmoodhossain@hotmail.com"
172,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",62,399,1302,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.56,0.6,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderately heavy wood","mahmoodhossain@hotmail.com"
173,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",62,399,1301,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.64,0.69,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderately heavy wood","mahmoodhossain@hotmail.com"
174,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",62,399,1307,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.62,0.69,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderately heavy wood","mahmoodhossain@hotmail.com"
175,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",62,399,1318,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.67,0.74,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy wood","mahmoodhossain@hotmail.com"
176,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",62,399,1326,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.72,0.77,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy wood","mahmoodhossain@hotmail.com"
177,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",62,399,1427,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.68",0.72,0.79,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy","mahmoodhossain@hotmail.com"
179,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",49,401,1333,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.75,0.82,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy wood","mahmoodhossain@hotmail.com"
180,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",49,401,1333,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.69",0.76,0.79,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy","mahmoodhossain@hotmail.com"
181,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",45,405,1345,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.57,0.61,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderately heavy wood","mahmoodhossain@hotmail.com"
182,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",45,405,1345,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.58",0.59,0.61,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Moderate heavy","mahmoodhossain@hotmail.com"
183,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",26,406,1349,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.71,0.77,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy wood","mahmoodhossain@hotmail.com"
184,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",26,406,1352,"NA","NA",49,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Direct measurement of the dimension of the specimen","NA","Water displacement method","NA",0.68,0.74,"NA","Biblio","Average","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy wood","mahmoodhossain@hotmail.com"
185,"Tree","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA",26,406,1349,"NA","NA",50,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Water displacement method","Direct measurement of the dimension of the specimen","NA","Water displacement method","0.67",0.71,0.78,"NA","Biblio","Average","54","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Heavy","mahmoodhossain@hotmail.com"
