"character_id","root_character","character_sub1","botanical_id"
7125,"floral symmetry","actinomorphic",446
7126,"floral type","pentamerous",446
7127,"floral attachment","gamopetalous",446
7128,"corolla aestivation","imbricate",446
7129,"fruit","drupe",446
7130,"sexual Reproductive Unit","covered seed",446
7131,"habit","tree",447
7132,"bark texture","fissured",447
7133,"bole","branched",447
7134,"thorn","absent",447
7135,"petiole","petiolate",447
7136,"stipules","present",447
7137,"leaf type","simple",447
7138,"leaf arrangement","alternate",447
7139,"leaf venation","pinnate",447
7140,"inflorescence","cymose",447
7141,"floral symmetry","actinomorphic",447
7142,"floral type","pentamerous",447
7143,"floral attachment","gamopetalous",447
7144,"corolla aestivation","imbricate",447
7145,"fruit","drupe",447
7146,"sexual Reproductive Unit","covered seed",447
7147,"habit","tree",448
7148,"bark texture","fissured",448
7149,"bole","branched",448
7150,"thorn","absent",448
7151,"petiole","petiolate",448
7152,"stipules","absent",448
7153,"leaf type","simple",448
7154,"leaf arrangement","alternate",448
7155,"leaf venation","pinnate",448
7156,"inflorescence","cymose",448
7157,"floral symmetry","actinomorphic",448
7158,"floral type","pentamerous",448
7159,"floral attachment","gamopetalous",448
7160,"corolla aestivation","imbricate",448
7161,"fruit","drupe",448
7162,"sexual Reproductive Unit","covered seed",448
7163,"habit","tree",449
7164,"bark texture","fissured",449
7165,"bole","branched",449
7166,"thorn","absent",449
7167,"petiole","petiolate",449
7168,"stipules","present",449
7169,"leaf type","simple",449
7170,"leaf arrangement","alternate",449
7171,"leaf venation","pinnate",449
7172,"inflorescence","cymose",449
7173,"floral symmetry","actinomorphic",449
7174,"floral type","pentamerous",449
7175,"floral attachment","gamopetalous",449
7176,"corolla aestivation","imbricate",449
7177,"fruit","drupe",449
7178,"sexual Reproductive Unit","covered seed",449
7179,"habit","tree",450
7180,"bark texture","fissured",450
7181,"bole","branched",450
7182,"thorn","absent",450
7183,"petiole","petiolate",450
7184,"stipules","present",450
7185,"leaf type","simple",450
7186,"leaf arrangement","alternate",450
7187,"leaf venation","pinnate",450
7188,"inflorescence","cymose",450
7189,"floral symmetry","actinomorphic",450
7190,"floral type","pentamerous",450
7191,"floral attachment","gamopetalous",450
7192,"corolla aestivation","imbricate",450
7193,"fruit","drupe",450
7194,"sexual Reproductive Unit","covered seed",450
7195,"habit","tree",451
7196,"bark texture","fissured",451
7197,"bole","branched",451
7198,"thorn","absent",451
7199,"petiole","petiolate",451
7200,"stipules","present",451
7201,"leaf type","simple",451
7202,"leaf arrangement","alternate",451
7203,"leaf venation","pinnate",451
7204,"inflorescence","cymose",451
7205,"floral symmetry","actinomorphic",451
7206,"floral type","pentamerous",451
7207,"floral attachment","gamopetalous",451
7208,"corolla aestivation","imbricate",451
7209,"fruit","drupe",451
7210,"sexual Reproductive Unit","covered seed",451
7211,"habit","tree",452
7212,"bark texture","fissured",452
7213,"bole","branched",452
7214,"thorn","absent",452
7215,"petiole","petiolate",452
7216,"stipules","present",452
7217,"leaf type","simple",452
7218,"leaf arrangement","alternate",452
7219,"leaf venation","pinnate",452
7220,"inflorescence","cymose",452
7221,"floral symmetry","actinomorphic",452
7222,"floral type","pentamerous",452
7223,"floral attachment","gamopetalous",452
7224,"corolla aestivation","imbricate",452
7225,"fruit","drupe",452
7226,"sexual Reproductive Unit","covered seed",452
7227,"habit","tree",453
7228,"bark texture","fissured",453
7229,"bole","branched",453
7230,"thorn","absent",453
7231,"petiole","petiolate",453
7232,"stipules","present",453
7233,"leaf type","simple",453
7234,"leaf arrangement","alternate",453
7235,"leaf venation","pinnate",453
7236,"inflorescence","cymose",453
7237,"floral symmetry","actinomorphic",453
7238,"floral type","pentamerous",453
7239,"floral attachment","gamopetalous",453
7240,"corolla aestivation","imbricate",453
7241,"fruit","drupe",453
7242,"sexual Reproductive Unit","covered seed",453
7243,"habit","tree",454
7244,"bark texture","fissured",454
7245,"bole","branched",454
7246,"thorn","absent",454
7247,"petiole","petiolate",454
7248,"stipules","present",454
7249,"leaf type","simple",454
7250,"leaf arrangement","alternate",454
7251,"leaf venation","pinnate",454
7252,"inflorescence","cymose",454
7253,"floral symmetry","actinomorphic",454
7254,"floral type","pentamerous",454
7255,"floral attachment","gamopetalous",454
7256,"corolla aestivation","imbricate",454
7257,"fruit","drupe",454
7258,"sexual Reproductive Unit","covered seed",454
7259,"habit","tree",455
7260,"bark texture","fissured",455
7261,"bole","branched",455
7262,"thorn","absent",455
7263,"petiole","petiolate",455
7264,"stipules","present",455
7265,"leaf type","simple",455
7266,"leaf arrangement","alternate",455
7267,"leaf venation","pinnate",455
7268,"inflorescence","panicle",455
7269,"floral symmetry","actinomorphic",455
7270,"floral type","pentamerous",455
7271,"floral attachment","gamopetalous",455
7272,"corolla aestivation","imbricate",455
7273,"fruit","drupe",455
7274,"sexual Reproductive Unit","covered seed",455
7275,"habit","tree",456
7276,"bark texture","fissured",456
7277,"bole","branched",456
7278,"thorn","absent",456
7279,"petiole","petiolate",456
7280,"stipules","present",456
7281,"leaf type","simple",456
7282,"leaf arrangement","whorl",456
7283,"leaf venation","pinnate",456
7284,"inflorescence","cymose",456
7285,"floral symmetry","actinomorphic",456
7286,"floral type","pentamerous",456
7287,"floral attachment","gamopetalous",456
7288,"corolla aestivation","imbricate",456
7289,"fruit","drupe",456
7290,"sexual Reproductive Unit","covered seed",456
7291,"habit","tree",457
7292,"bark texture","fissured",457
7293,"bole","branched",457
7294,"thorn","absent",457
7295,"petiole","petiolate",457
7296,"stipules","present",457
7297,"leaf type","simple",457
7298,"leaf arrangement","alternate",457
7299,"leaf venation","pinnate",457
7300,"inflorescence","panicle",457
7301,"floral symmetry","actinomorphic",457
7302,"floral type","pentamerous",457
7303,"floral attachment","gamopetalous",457
7304,"corolla aestivation","imbricate",457
7305,"fruit","drupe",457
7306,"sexual Reproductive Unit","covered seed",457
7307,"habit","tree",458
7308,"bark texture","fissured",458
7309,"bole","branched",458
7310,"thorn","absent",458
7311,"petiole","petiolate",458
7312,"stipules","present",458
7313,"leaf type","simple",458
7314,"leaf arrangement","alternate",458
7315,"leaf venation","pinnate",458
7316,"inflorescence","panicle",458
7317,"floral symmetry","actinomorphic",458
7318,"floral type","pentamerous",458
7319,"floral attachment","gamopetalous",458
7320,"corolla aestivation","imbricate",458
7321,"fruit","drupe",458
7322,"sexual Reproductive Unit","covered seed",458
7323,"habit","tree",459
7324,"bark texture","fissured",459
7325,"bole","branched",459
7326,"thorn","absent",459
7327,"petiole","petiolate",459
7328,"stipules","present",459
7329,"leaf type","simple",459
7330,"leaf arrangement","alternate",459
7331,"leaf venation","pinnate",459
7332,"inflorescence","panicle",459
7333,"floral symmetry","actinomorphic",459
7334,"floral type","pentamerous",459
7335,"floral attachment","gamopetalous",459
7336,"corolla aestivation","imbricate",459
7337,"fruit","drupe",459
7338,"sexual Reproductive Unit","covered seed",459
7339,"habit","tree",460
7340,"bark texture","plated",460
7341,"bole","branched",460
7342,"thorn","absent",460
7343,"petiole","petiolate",460
7344,"stipules","present",460
7345,"leaf type","simple",460
7346,"leaf arrangement","alternate",460
7347,"leaf venation","pinnate",460
7348,"inflorescence","panicle",460
7349,"floral symmetry","actinomorphic",460
7350,"floral type","pentamerous",460
7351,"floral attachment","gamopetalous",460
7352,"corolla aestivation","imbricate",460
7353,"fruit","drupe",460
7354,"sexual Reproductive Unit","covered seed",460
7355,"habit","tree",461
7356,"bark texture","fissured",461
7357,"bole","branched",461
7358,"thorn","absent",461
7359,"petiole","petiolate",461
7360,"stipules","present",461
7361,"leaf type","simple",461
7362,"leaf arrangement","alternate",461
7363,"leaf venation","pinnate",461
7364,"inflorescence","panicle",461
7365,"floral symmetry","actinomorphic",461
7366,"floral type","pentamerous",461
7367,"floral attachment","gamopetalous",461
7368,"corolla aestivation","imbricate",461
7369,"fruit","drupe",461
7370,"sexual Reproductive Unit","covered seed",461
7371,"habit","tree",462
7372,"bark texture","fissured",462
7373,"bole","branched",462
7374,"thorn","present",462
7375,"petiole","petiolate",462
7376,"stipules","present",462
7377,"leaf type","simple",462
7378,"leaf arrangement","alternate",462
7379,"leaf venation","pinnate",462
7380,"inflorescence","panicle",462
7381,"floral symmetry","actinomorphic",462
7382,"floral type","pentamerous",462
7383,"floral attachment","gamopetalous",462
7384,"corolla aestivation","imbricate",462
7385,"fruit","drupe",462
7386,"sexual Reproductive Unit","covered seed",462
7387,"habit","tree",463
7388,"bark texture","fissured",463
7389,"bole","branched",463
7390,"thorn","absent",463
7391,"petiole","petiolate",463
7392,"stipules","present",463
7393,"leaf type","simple",463
7394,"leaf arrangement","alternate",463
7395,"leaf venation","pinnate",463
7396,"inflorescence","panicle",463
7397,"floral symmetry","actinomorphic",463
7398,"floral type","pentamerous",463
7399,"floral attachment","gamopetalous",463
7400,"corolla aestivation","imbricate",463
7401,"fruit","drupe",463
7402,"sexual Reproductive Unit","covered seed",463
7403,"habit","tree",464
7404,"bark texture","fissured",464
7405,"bole","branched",464
7406,"thorn","absent",464
7407,"petiole","petiolate",464
7408,"stipules","present",464
7409,"leaf type","simple",464
7410,"leaf arrangement","alternate",464
7411,"leaf venation","pinnate",464
7412,"inflorescence","panicle",464
7413,"floral symmetry","actinomorphic",464
7414,"floral type","pentamerous",464
7415,"floral attachment","gamopetalous",464
7416,"corolla aestivation","imbricate",464
7417,"fruit","drupe",464
7418,"sexual Reproductive Unit","covered seed",464
7419,"habit","tree",465
7420,"bark texture","fissured",465
7421,"bole","branched",465
7422,"thorn","present",465
7423,"petiole","petiolate",465
7424,"stipules","present",465
7425,"leaf type","simple",465
7426,"leaf arrangement","alternate",465
7427,"inflorescence","panicle",465
7428,"floral symmetry","actinomorphic",465
7429,"floral type","pentamerous",465
7430,"floral attachment","gamopetalous",465
7431,"corolla aestivation","imbricate",465
7432,"fruit","drupe",465
7433,"sexual Reproductive Unit","covered seed",465
7434,"habit","tree",466
7435,"bark texture","smooth",466
7436,"bole","branched",466
7437,"thorn","absent",466
7438,"petiole","petiolate",466
7439,"stipules","present",466
7440,"leaf type","simple",466
7441,"leaf arrangement","alternate",466
7442,"leaf venation","pinnate",466
7443,"inflorescence","spike",466
7444,"floral symmetry","actinomorphic",466
7445,"floral type","pentamerous",466
7446,"floral attachment","gamopetalous",466
7447,"corolla aestivation","imbricate",466
7448,"fruit","berry",466
7449,"sexual Reproductive Unit","covered seed",466
7450,"habit","tree",467
7451,"bark texture","smooth",467
7452,"bole","branched",467
7453,"thorn","absent",467
7454,"petiole","petiolate",467
7455,"stipules","present",467
7456,"leaf type","simple",467
7457,"leaf arrangement","alternate",467
7458,"leaf venation","pinnate",467
7459,"inflorescence","spike",467
7460,"floral symmetry","actinomorphic",467
7461,"floral type","pentamerous",467
7462,"floral attachment","gamopetalous",467
7463,"fruit","berry",467
7464,"sexual Reproductive Unit","covered seed",467
7465,"habit","tree",468
7466,"bark texture","fissured",468
7467,"bole","branched",468
7468,"thorn","absent",468
7469,"petiole","petiolate",468
7470,"stipules","present",468
7471,"leaf type","simple",468
7472,"leaf arrangement","alternate",468
7473,"leaf venation","pinnate",468
7474,"inflorescence","raceme",468
7475,"floral symmetry","actinomorphic",468
7476,"floral type","pentamerous",468
7477,"floral attachment","gamopetalous",468
7478,"corolla aestivation","imbricate",468
7479,"fruit","berry",468
7480,"sexual Reproductive Unit","covered seed",468
7481,"habit","tree",469
7482,"bark texture","fissured",469
7483,"bole","branched",469
7484,"thorn","absent",469
7485,"petiole","petiolate",469
7486,"stipules","present",469
7487,"leaf type","simple",469
7488,"leaf arrangement","alternate",469
7489,"leaf venation","pinnate",469
7490,"inflorescence","raceme",469
7491,"floral symmetry","actinomorphic",469
7492,"floral type","pentamerous",469
7493,"floral attachment","gamopetalous",469
7494,"corolla aestivation","imbricate",469
7495,"fruit","berry",469
7496,"sexual Reproductive Unit","covered seed",469
7497,"habit","tree",470
7498,"bark texture","fissured",470
7499,"bole","branched",470
7500,"thorn","absent",470
7501,"petiole","petiolate",470
7502,"stipules","present",470
7503,"leaf type","simple",470
7504,"leaf arrangement","alternate",470
7505,"leaf venation","pinnate",470
7506,"inflorescence","raceme",470
7507,"floral symmetry","actinomorphic",470
7508,"floral type","pentamerous",470
7509,"floral attachment","gamopetalous",470
7510,"corolla aestivation","imbricate",470
7511,"fruit","berry",470
7512,"sexual Reproductive Unit","covered seed",470
7513,"habit","tree",471
7514,"bark texture","smooth",471
7515,"bole","branched",471
7516,"thorn","absent",471
7517,"petiole","petiolate",471
7518,"stipules","present",471
7519,"leaf type","compound",471
7520,"leaf arrangement","alternate",471
7521,"leaf venation","pinnate",471
7522,"inflorescence","corymb",471
7523,"floral symmetry","actinomorphic",471
7524,"floral type","pentamerous",471
7525,"floral attachment","gamopetalous",471
7526,"corolla aestivation","imbricate",471
7527,"fruit","berry",471
7528,"sexual Reproductive Unit","covered seed",471
7529,"habit","shrub",472
7530,"bark texture","smooth",472
7531,"bole","branched",472
7532,"thorn","absent",472
7533,"petiole","petiolate",472
7534,"stipules","present",472
7535,"leaf type","simple",472
7536,"leaf arrangement","opposite",472
7537,"leaf venation","pinnate",472
7538,"inflorescence","cymose",472
7539,"floral symmetry","actinomorphic",472
7540,"floral type","pentamerous",472
7541,"floral attachment","gamopetalous",472
7542,"corolla aestivation","imbricate",472
7543,"fruit","berry",472
7544,"sexual Reproductive Unit","covered seed",472
7545,"habit","tree",473
7546,"bark texture","fissured",473
7547,"bole","branched",473
7548,"thorn","absent",473
7549,"petiole","petiolate",473
7550,"stipules","present",473
7551,"leaf type","simple",473
7552,"leaf arrangement","opposite",473
7553,"leaf venation","pinnate",473
7554,"inflorescence","cymose",473
7555,"floral symmetry","actinomorphic",473
7556,"floral type","tetramerous",473
7557,"floral attachment","gamopetalous",473
7558,"corolla aestivation","imbricate",473
7559,"fruit","berry",473
7560,"sexual Reproductive Unit","covered seed",473
7561,"habit","shrub",474
7562,"bark texture","smooth",474
7563,"bole","branched",474
7564,"thorn","present",474
7565,"leaf persistence","deciduous",474
7566,"petiole","petiolate",474
7567,"stipules","present",474
7568,"leaf type","simple",474
7569,"leaf arrangement","opposite",474
7570,"leaf venation","pinnate",474
7571,"inflorescence","raceme",474
7572,"floral symmetry","actinomorphic",474
7573,"floral type","pentamerous",474
7574,"floral attachment","gamopetalous",474
7575,"corolla aestivation","imbricate",474
7576,"fruit","berry",474
7577,"sexual Reproductive Unit","covered seed",474
7578,"habit","tree",475
7579,"bark texture","smooth",475
7580,"bole","branched",475
7581,"thorn","absent",475
7582,"leaf persistence","deciduous",475
7583,"petiole","petiolate",475
7584,"stipules","present",475
7585,"leaf type","simple",475
7586,"leaf arrangement","opposite",475
7587,"leaf venation","pinnate",475
7588,"inflorescence","raceme",475
7589,"floral symmetry","actinomorphic",475
7590,"floral type","pentamerous",475
7591,"floral attachment","gamopetalous",475
7592,"corolla aestivation","imbricate",475
7593,"fruit","berry",475
7594,"sexual Reproductive Unit","covered seed",475
7595,"habit","tree",476
7596,"bark texture","fissured",476
7597,"bole","branched",476
7598,"thorn","absent",476
7599,"petiole","petiolate",476
7600,"stipules","present",476
7601,"leaf type","simple",476
7602,"leaf arrangement","opposite",476
7603,"leaf venation","pinnate",476
7604,"inflorescence","cymose",476
7605,"floral symmetry","actinomorphic",476
7606,"floral type","pentamerous",476
7607,"floral attachment","gamopetalous",476
7608,"corolla aestivation","imbricate",476
7609,"fruit","berry",476
7610,"sexual Reproductive Unit","covered seed",476
7611,"habit","tree",477
7612,"bark texture","fissured",477
7613,"bole","branched",477
7614,"thorn","absent",477
7615,"leaf persistence","deciduous",477
7616,"petiole","petiolate",477
7617,"stipules","absent",477
7618,"leaf type","simple",477
7619,"leaf arrangement","opposite",477
7620,"leaf venation","pinnate",477
7621,"inflorescence","panicle",477
7622,"floral symmetry","actinomorphic",477
7623,"floral type","trimerous",477
7624,"floral attachment","polypetalous",477
7625,"corolla aestivation","valvate",477
7626,"fruit","capsule",477
7627,"sexual Reproductive Unit","covered seed",477
7628,"habit","tree",478
7629,"bark texture","plated",478
7630,"bole","branched",478
7631,"thorn","absent",478
7632,"leaf persistence","deciduous",478
7633,"petiole","petiolate",478
7634,"stipules","absent",478
7635,"leaf type","simple",478
7636,"leaf arrangement","opposite",478
7637,"leaf venation","pinnate",478
7638,"inflorescence","panicle",478
7639,"floral symmetry","actinomorphic",478
7640,"floral type","trimerous",478
7641,"floral attachment","gamopetalous",478
7642,"corolla aestivation","valvate",478
7643,"fruit","capsule",478
7644,"sexual Reproductive Unit","covered seed",478
7645,"habit","tree",479
7646,"bark texture","fissured",479
7647,"bole","branched",479
7648,"thorn","absent",479
7649,"leaf persistence","deciduous",479
7650,"petiole","petiolate",479
7651,"stipules","absent",479
7652,"leaf type","simple",479
7653,"leaf arrangement","opposite",479
7654,"leaf venation","pinnate",479
7655,"inflorescence","panicle",479
7656,"floral symmetry","actinomorphic",479
7657,"floral type","trimerous",479
7658,"floral attachment","gamopetalous",479
7659,"corolla aestivation","valvate",479
7660,"fruit","capsule",479
7661,"sexual Reproductive Unit","covered seed",479
7662,"habit","tree",480
7663,"bark texture","fissured",480
7664,"bole","branched",480
7665,"thorn","absent",480
7666,"leaf persistence","deciduous",480
7667,"petiole","petiolate",480
7668,"stipules","absent",480
7669,"leaf type","simple",480
7670,"leaf arrangement","opposite",480
7671,"leaf venation","pinnate",480
7672,"inflorescence","panicle",480
7673,"floral symmetry","actinomorphic",480
7674,"floral type","trimerous",480
7675,"floral attachment","gamopetalous",480
7676,"corolla aestivation","valvate",480
7677,"fruit","capsule",480
7678,"sexual Reproductive Unit","covered seed",480
7679,"habit","tree",481
7680,"bark texture","fissured",481
7681,"bole","branched",481
7682,"thorn","absent",481
7683,"leaf persistence","deciduous",481
7684,"petiole","petiolate",481
7685,"stipules","absent",481
7686,"leaf type","simple",481
7687,"leaf arrangement","opposite",481
7688,"leaf venation","pinnate",481
7689,"inflorescence","panicle",481
7690,"floral symmetry","actinomorphic",481
7691,"floral type","trimerous",481
7692,"floral attachment","gamopetalous",481
7693,"corolla aestivation","valvate",481
7694,"fruit","capsule",481
7695,"sexual Reproductive Unit","covered seed",481
7696,"habit","tree",482
7697,"bark texture","fissured",482
7698,"bole","branched",482
7699,"thorn","absent",482
7700,"leaf persistence","deciduous",482
7701,"petiole","petiolate",482
7702,"stipules","absent",482
7703,"leaf type","simple",482
7704,"leaf arrangement","opposite",482
7705,"leaf venation","pinnate",482
7706,"inflorescence","panicle",482
7707,"floral symmetry","actinomorphic",482
7708,"floral type","trimerous",482
7709,"floral attachment","gamopetalous",482
7710,"corolla aestivation","valvate",482
7711,"fruit","capsule",482
7712,"sexual Reproductive Unit","covered seed",482
7713,"habit","tree",483
7714,"bark texture","fissured",483
7715,"bole","branched",483
7716,"thorn","absent",483
7717,"petiole","petiolate",483
7718,"stipules","absent",483
7719,"leaf type","simple",483
7720,"leaf arrangement","opposite",483
7721,"leaf venation","pinnate",483
7722,"inflorescence","panicle",483
7723,"floral symmetry","actinomorphic",483
7724,"floral type","trimerous",483
7725,"floral attachment","gamopetalous",483
7726,"corolla aestivation","valvate",483
7727,"fruit","capsule",483
7728,"sexual Reproductive Unit","covered seed",483
7729,"habit","tree",484
7730,"bark texture","fissured",484
7731,"bole","branched",484
7732,"thorn","absent",484
7733,"leaf persistence","deciduous",484
7734,"petiole","petiolate",484
7735,"stipules","absent",484
7736,"leaf type","simple",484
7737,"leaf arrangement","opposite",484
7738,"leaf venation","pinnate",484
7739,"inflorescence","raceme",484
7740,"floral symmetry","actinomorphic",484
7741,"floral type","trimerous",484
7742,"floral attachment","gamopetalous",484
7743,"corolla aestivation","valvate",484
7744,"fruit","capsule",484
7745,"sexual Reproductive Unit","covered seed",484
7746,"habit","tree",485
7747,"bark texture","fissured",485
7748,"bole","branched",485
7749,"thorn","absent",485
7750,"petiole","petiolate",485
7751,"stipules","present",485
7752,"leaf type","simple",485
7753,"leaf arrangement","alternate",485
7754,"leaf venation","pinnate",485
7755,"inflorescence","solitary",485
7756,"floral symmetry","actinomorphic",485
7757,"floral type","trimerous",485
7758,"floral attachment","polypetalous",485
7759,"corolla aestivation","imbricate",485
7760,"fruit","follicle",485
7761,"sexual Reproductive Unit","covered seed",485
7762,"habit","tree",486
7763,"bark texture","fissured",486
7764,"bole","branched",486
7765,"thorn","absent",486
7766,"petiole","petiolate",486
7767,"stipules","present",486
7768,"leaf type","simple",486
7769,"leaf arrangement","alternate",486
7770,"leaf venation","pinnate",486
7771,"inflorescence","solitary",486
7772,"floral symmetry","actinomorphic",486
7773,"floral type","trimerous",486
7774,"floral attachment","polypetalous",486
7775,"corolla aestivation","imbricate",486
7776,"fruit","follicle",486
7777,"sexual Reproductive Unit","covered seed",486
7778,"habit","tree",487
7779,"bark texture","fissured",487
7780,"bole","branched",487
7781,"thorn","absent",487
7782,"petiole","petiolate",487
7783,"stipules","present",487
7784,"leaf type","simple",487
7785,"leaf arrangement","alternate",487
7786,"leaf venation","pinnate",487
7787,"inflorescence","solitary",487
7788,"floral symmetry","actinomorphic",487
7789,"floral type","trimerous",487
7790,"floral attachment","polypetalous",487
7791,"corolla aestivation","imbricate",487
7792,"fruit","follicle",487
7793,"sexual Reproductive Unit","covered seed",487
7794,"habit","tree",488
7795,"bark texture","fissured",488
7796,"bole","branched",488
7797,"thorn","absent",488
7798,"petiole","petiolate",488
7799,"stipules","present",488
7800,"leaf type","simple",488
7801,"leaf arrangement","alternate",488
7802,"leaf venation","pinnate",488
7803,"inflorescence","solitary",488
7804,"floral symmetry","actinomorphic",488
7805,"floral type","trimerous",488
7806,"floral attachment","polypetalous",488
7807,"corolla aestivation","imbricate",488
7808,"fruit","coenocarpium",488
7809,"sexual Reproductive Unit","covered seed",488
7810,"habit","tree",489
7811,"bark texture","fissured",489
7812,"bole","branched",489
7813,"thorn","absent",489
7814,"petiole","petiolate",489
7815,"stipules","present",489
7816,"leaf type","simple",489
7817,"leaf arrangement","alternate",489
7818,"leaf venation","palmate",489
7819,"inflorescence","solitary",489
7820,"floral symmetry","actinomorphic",489
7821,"floral type","trimerous",489
7822,"floral attachment","polypetalous",489
7823,"corolla aestivation","imbricate",489
7824,"fruit","coenocarpium",489
7825,"sexual Reproductive Unit","covered seed",489
7826,"habit","tree",490
7827,"bark texture","fissured",490
7828,"bole","branched",490
7829,"thorn","absent",490
7830,"petiole","petiolate",490
7831,"stipules","present",490
7832,"leaf type","simple",490
7833,"leaf arrangement","alternate",490
7834,"leaf venation","pinnate",490
7835,"inflorescence","solitary",490
7836,"floral symmetry","actinomorphic",490
7837,"floral type","trimerous",490
7838,"floral attachment","polypetalous",490
7839,"corolla aestivation","imbricate",490
7840,"fruit","coenocarpium",490
7841,"sexual Reproductive Unit","covered seed",490
7842,"habit","tree",491
7843,"bark texture","fissured",491
7844,"bole","branched",491
7845,"thorn","absent",491
7846,"petiole","petiolate",491
7847,"stipules","present",491
7848,"leaf type","simple",491
7849,"leaf arrangement","alternate",491
7850,"leaf venation","pinnate",491
7851,"inflorescence","solitary",491
7852,"floral symmetry","actinomorphic",491
7853,"floral type","trimerous",491
7854,"floral attachment","polypetalous",491
7855,"corolla aestivation","valvate",491
7856,"fruit","coenocarpium",491
7857,"sexual Reproductive Unit","covered seed",491
7858,"habit","tree",492
7859,"bark texture","fissured",492
7860,"bole","branched",492
7861,"thorn","absent",492
7862,"petiole","petiolate",492
7863,"stipules","present",492
7864,"leaf type","simple",492
7865,"leaf arrangement","alternate",492
7866,"leaf venation","pinnate",492
7867,"inflorescence","solitary",492
7868,"floral symmetry","actinomorphic",492
7869,"floral type","trimerous",492
7870,"floral attachment","polypetalous",492
7871,"corolla aestivation","imbricate",492
7872,"fruit","coenocarpium",492
7873,"sexual Reproductive Unit","covered seed",492
7874,"habit","tree",493
7875,"bark texture","fissured",493
7876,"bole","branched",493
7877,"thorn","absent",493
7878,"petiole","petiolate",493
7879,"stipules","absent",493
7880,"leaf type","simple",493
7881,"leaf arrangement","alternate",493
7882,"leaf venation","pinnate",493
7883,"inflorescence","solitary",493
7884,"floral symmetry","actinomorphic",493
7885,"floral type","trimerous",493
7886,"floral attachment","polypetalous",493
7887,"corolla aestivation","valvate",493
7888,"fruit","coenocarpium",493
7889,"sexual Reproductive Unit","covered seed",493
7890,"habit","tree",494
7891,"bark texture","fissured",494
7892,"bole","branched",494
7893,"thorn","absent",494
7894,"petiole","petiolate",494
7895,"stipules","present",494
7896,"leaf type","simple",494
7897,"leaf arrangement","alternate",494
7898,"leaf venation","pinnate",494
7899,"inflorescence","solitary",494
7900,"floral symmetry","actinomorphic",494
7901,"floral type","trimerous",494
7902,"floral attachment","polypetalous",494
7903,"corolla aestivation","valvate",494
7904,"fruit","coenocarpium",494
7905,"sexual Reproductive Unit","covered seed",494
7906,"habit","tree",495
7907,"bark texture","fissured",495
7908,"bole","branched",495
7909,"thorn","absent",495
7910,"petiole","petiolate",495
7911,"stipules","present",495
7912,"leaf type","simple",495
7913,"leaf arrangement","alternate",495
7914,"leaf venation","pinnate",495
7915,"inflorescence","solitary",495
7916,"floral symmetry","actinomorphic",495
7917,"floral type","trimerous",495
7918,"floral attachment","gamopetalous",495
7919,"corolla aestivation","valvate",495
7920,"fruit","coenocarpium",495
7921,"sexual Reproductive Unit","covered seed",495
7922,"habit","tree",496
7923,"bark texture","fissured",496
7924,"bole","branched",496
7925,"thorn","absent",496
7926,"leaf persistence","deciduous",496
7927,"petiole","petiolate",496
7928,"stipules","present",496
7929,"leaf type","simple",496
7930,"leaf arrangement","opposite",496
7931,"leaf venation","pinnate",496
7932,"inflorescence","raceme",496
7933,"floral symmetry","actinomorphic",496
7934,"floral type","pentamerous",496
7935,"floral attachment","polypetalous",496
7936,"corolla aestivation","imbricate",496
7937,"fruit","samara",496
7938,"sexual Reproductive Unit","covered seed",496
7939,"habit","tree",497
7940,"bark texture","fissured",497
7941,"bole","branched",497
7942,"thorn","absent",497
7943,"leaf persistence","deciduous",497
7944,"petiole","petiolate",497
7945,"stipules","present",497
7946,"leaf type","simple",497
7947,"leaf arrangement","opposite",497
7948,"leaf venation","pinnate",497
7949,"inflorescence","cymose",497
7950,"floral symmetry","actinomorphic",497
7951,"floral type","pentamerous",497
7952,"floral attachment","polypetalous",497
7953,"corolla aestivation","valvate",497
7954,"fruit","drupe",497
7955,"sexual Reproductive Unit","covered seed",497
7956,"habit","tree",498
7957,"bark texture","exfoliating",498
7958,"bole","branched",498
7959,"thorn","absent",498
7960,"leaf persistence","deciduous",498
7961,"petiole","petiolate",498
7962,"stipules","absent",498
7963,"leaf type","simple",498
7964,"leaf arrangement","alternate",498
7965,"leaf venation","pinnate",498
7966,"inflorescence","solitary",498
7967,"floral symmetry","actinomorphic",498
7968,"floral type","pentamerous",498
7969,"floral attachment","gamopetalous",498
7970,"corolla aestivation","valvate",498
7971,"fruit","capsule",498
7972,"sexual Reproductive Unit","covered seed",498
7973,"habit","tree",499
7974,"bark texture","smooth",499
7975,"bole","branched",499
7976,"thorn","absent",499
7977,"petiole","petiolate",499
7978,"stipules","absent",499
7979,"leaf type","simple",499
7980,"leaf arrangement","alternate",499
7981,"leaf venation","pinnate",499
7982,"inflorescence","panicle",499
7983,"floral symmetry","actinomorphic",499
7984,"floral type","pentamerous",499
7985,"floral attachment","gamopetalous",499
7986,"corolla aestivation","valvate",499
7987,"fruit","capsule",499
7988,"sexual Reproductive Unit","covered seed",499
7989,"habit","tree",500
7990,"bark texture","exfoliating",500
7991,"bole","branched",500
7992,"thorn","absent",500
7993,"petiole","petiolate",500
7994,"stipules","absent",500
7995,"leaf type","simple",500
7996,"leaf arrangement","alternate",500
7997,"leaf venation","pinnate",500
7998,"inflorescence","raceme",500
7999,"floral symmetry","actinomorphic",500
8000,"floral type","pentamerous",500
